name,address,resolvedAddress,latitude,longitude,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-06,28.6,20.7,24.4,31.2,20.7,24.8,20.4,78.7,0.478,100,8.33,rain,0,0,32,16.2,16.2,9.7,4.2,209.3,1003.4,28,15.6,129.5,11.3,5,30,2024-06-06T05:51:27,2024-06-06T20:34:23,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-07,30.4,17.8,24.4,29,17.8,24.1,12.7,52.5,0,0,0,,0,0,31.4,12.6,12.6,7.9,1.5,282.2,1005.4,25.6,16,294.5,25.4,9,10,2024-06-07T05:51:15,2024-06-07T20:34:56,0.04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-08,29.2,16,23.2,28.1,16,23,10.7,46.7,0,0,0,,0,0,29.5,10.3,10.3,7.2,4.5,315.4,1010.7,0.2,16,284.8,24.8,9,10,2024-06-08T05:51:06,2024-06-08T20:35:28,0.07,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-09,31,19,24.7,30.4,19,24.6,12,45.7,0,0,0,,0,0,37.1,14.7,14.7,8.4,3.2,269.7,1005.7,30.8,16,196.9,17,9,10,2024-06-09T05:50:58,2024-06-09T20:35:59,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-10,27,16.8,22.8,26.6,16.8,22.8,10,45.2,1.105,100,4.17,rain,0,0,31.7,9.6,9.6,6.2,2.8,274.6,1006.9,41.1,16,206.7,17.7,8,10,2024-06-10T05:50:52,2024-06-10T20:36:28,0.13,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-11,25.8,15.4,20.4,25.8,15.4,20.4,12,60.2,0,0,0,,0,0,24.1,7.2,7.2,4.6,2,33.2,1013.1,65.7,16,184.1,16,7,10,2024-06-11T05:50:48,2024-06-11T20:36:55,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-12,29.1,14.2,21.6,29,14.2,21.6,14.3,65.3,0,0,0,,0,0,27.7,7.4,7.4,4.3,2.3,215.7,1016.8,48.7,15.9,264.9,23,9,10,2024-06-12T05:50:46,2024-06-12T20:37:21,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-13,32.7,16.1,25.1,33,16.1,25.4,17,64,0,0,0,,0,0,40.7,10.6,10.6,5.3,0.9,202.6,1015.1,8.9,15.5,277.1,23.9,9,10,2024-06-13T05:50:46,2024-06-13T20:37:46,0.23,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-14,32.6,19.7,26.2,32.5,19.7,26.4,17.2,60.1,0.004,100,4.17,rain,0,0,28.4,11.2,11.2,5.8,2,323.2,1012.2,24.3,16,237.9,20.6,9,30,2024-06-14T05:50:47,2024-06-14T20:38:09,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-15,29.8,18.5,24.7,28.9,18.5,24.5,13.6,53.1,0,0,0,,0,0,27.7,7.1,7.1,4.8,2,15.9,1016.3,15,15.9,310.4,26.9,9,10,2024-06-15T05:50:50,2024-06-15T20:38:31,0.29,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-16,30.4,14.8,23.3,30.2,14.8,23.3,14.8,61.2,0,0,0,,0,0,20.5,6.8,6.8,4,1.1,170.1,1021.1,32.6,16,276.9,23.8,10,10,2024-06-16T05:50:54,2024-06-16T20:38:51,0.33,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-17,33.6,20.3,26.6,36.9,20.3,27.9,18.4,61.8,0.038,100,4.17,rain,0,0,27.7,7.3,7.3,5,2.8,181.7,1020.7,37,16,248.8,21.6,8,30,2024-06-17T05:51:01,2024-06-17T20:39:10,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-18,33.6,22.5,27.7,36.3,22.5,28.7,19.6,63,0,0,0,,0,0,31.7,6.4,6.4,4.7,2.3,156,1022.6,13,16,264.9,22.9,9,10,2024-06-18T05:51:09,2024-06-18T20:39:27,0.39,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-19,33.1,20.4,26.6,33.4,20.4,26.8,17.4,59.3,0,0,0,,0,0,14.8,6.5,6.5,4,2.3,128.6,1026,19.5,16,255.6,22.1,9,10,2024-06-19T05:51:19,2024-06-19T20:39:42,0.42,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-20,32.7,19.1,26.2,33.6,19.1,26.5,17.5,61,0,0,0,,0,0,14.8,4.8,4.8,3.8,2.3,176.8,1025.9,4.7,16,271.8,23.4,8,10,2024-06-20T05:51:30,2024-06-20T20:39:56,0.46,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-21,34.3,20.8,27.6,35.7,20.8,28.2,18.1,59,0,0,0,,0,0,16.6,6.9,6.9,5.1,3,223.2,1021.9,4.8,16,301.1,26,9,10,2024-06-21T05:51:44,2024-06-21T20:40:08,0.5,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-22,36.1,21.5,29.1,37.5,21.5,29.8,18,54.3,0,0,0,,0,0,27.7,10.2,10.2,7,2.8,235.7,1016.4,3.9,16,299.3,26,9,10,2024-06-22T05:51:58,2024-06-22T20:40:18,0.52,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-23,34.9,23.3,29,36.7,23.3,30.3,19.5,57.9,0,0,0,,0,0,37,15.2,15.2,10.2,5.7,205.3,1009.2,19.4,16,242.8,21,8,30,2024-06-23T05:52:15,2024-06-23T20:40:26,0.56,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-24,31.1,22.2,27.3,30.3,22.2,27.2,15.8,52.1,0.002,100,4.17,rain,0,0,37.8,10.8,10.8,7.5,3.4,337.9,1008.7,28.2,16,321.3,27.8,9,10,2024-06-24T05:52:32,2024-06-24T20:40:33,0.59,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-25,32.2,16,24.8,31.4,16,24.5,13.7,53.5,0,0,0,,0,0,47.9,12.2,12.2,6.1,2.8,216.9,1014.3,2.3,16,289.9,25,8,10,2024-06-25T05:52:52,2024-06-25T20:40:38,0.63,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-26,35.5,20.6,27.3,36.1,20.6,27.8,18,59.8,11.921,100,20.83,rain,0,0,83.5,10.7,10.7,7.8,3,213.9,1009.3,13.9,15.4,267.6,23,10,30,2024-06-26T05:53:13,2024-06-26T20:40:41,0.67,Rain,Clear conditions throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-27,31,20.6,25.1,30.5,20.6,25.1,17.7,67.6,11.674,100,16.67,rain,0,0,16.6,8.4,8.4,4.5,1.8,320.1,1009.8,31.7,15.5,269.8,23.5,9,10,2024-06-27T05:53:35,2024-06-27T20:40:43,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-28,28.8,21,24.3,29.6,21,24.5,16,60.3,0,0,0,,0,0,27.7,8.7,8.7,6.6,2.8,63.4,1017.7,66.2,16,246.2,21.4,8,10,2024-06-28T05:53:59,2024-06-28T20:40:42,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-29,32.8,21.1,26.2,36,21.1,27.6,20.8,74.1,0,0,0,,0,0,37.6,8.9,8.9,5.3,2.1,195.3,1018.8,57.5,15,209.7,18,10,30,2024-06-29T05:54:24,2024-06-29T20:40:40,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-06-30,34.9,24.9,29,38.6,24.9,30.9,22,68.1,0.105,100,12.5,rain,0,0,18.4,9.1,9.1,6.1,2.4,286.6,1014.3,37.3,15.9,238,20.6,10,30,2024-06-30T05:54:51,2024-06-30T20:40:36,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-01,26.5,17.1,22.2,26.5,17.1,22.2,11.4,51.9,0,0,0,,0,0,36.4,9,9,6.8,2.8,24.2,1018.7,25.3,16,311.7,27,9,10,2024-07-01T05:55:19,2024-07-01T20:40:30,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-02,28.3,12.2,21.1,27.7,12.2,21,12,60.2,0,0,0,,0,0,16.6,6.8,6.8,4,0.6,70.7,1022.9,22.6,16,299.1,25.8,10,10,2024-07-02T05:55:48,2024-07-02T20:40:22,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-03,31.6,15.7,24.4,32.4,15.7,24.7,16.3,62.3,0,0,0,,0,0,37.1,9,9,5.6,2,180,1020.3,21.1,16,314.1,27.1,10,10,2024-07-03T05:56:18,2024-07-03T20:40:13,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-04,32.8,21.7,26,35,21.7,27.1,20.7,74.4,5.572,100,16.67,rain,0,0,14.8,9,9,5.5,1.2,225.9,1014.2,31,15.6,173,14.9,6,30,2024-07-04T05:56:50,2024-07-04T20:40:01,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-05,35.6,21.2,28.4,39.5,21.2,30.5,21.8,70.8,0.008,100,8.33,rain,0,0,38.9,13.6,13.6,6.8,3.1,216.1,1009.6,12.8,15.8,303.9,26.2,10,60,2024-07-05T05:57:23,2024-07-05T20:39:48,0,Rain,Clear conditions throughout the day with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-06,34.9,23.8,29,37,23.8,29.9,19.7,60.1,0,0,0,,0,0,16.6,9.4,9.4,6.6,3.4,270.1,1011.3,10,16,257.3,22.3,9,10,2024-07-06T05:57:57,2024-07-06T20:39:33,0.02,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-07,32.2,21,27.3,33.6,21,27.9,18.6,60.8,0,0,0,,0,0,13,6,6,3.9,1.5,57.6,1015.5,1.8,16,241.4,20.9,9,10,2024-07-07T05:58:32,2024-07-07T20:39:16,0.06,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-08,34.2,21.6,27.6,36.9,21.6,29.2,21.2,70,0,0,0,,0,0,13,5.7,5.7,3.6,0.9,63.1,1015.9,8.1,15.9,268,23.2,9,30,2024-07-08T05:59:08,2024-07-08T20:38:57,0.09,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-09,35,21.7,28.7,43.2,21.7,31.4,22.3,71,0,0,0,,0,0,16.6,6.5,6.5,3.8,1.5,206.7,1014.7,14.5,15.7,279.1,24.1,9,30,2024-07-09T05:59:46,2024-07-09T20:38:36,0.12,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-10,32.7,24.7,27.6,39.4,24.7,30.4,23.5,78.8,2.974,100,16.67,rain,0,0,52.1,8.8,8.8,6.3,3.9,181.2,1010.4,39.9,15.6,155.8,13.4,7,60,2024-07-10T06:00:24,2024-07-10T20:38:13,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-11,32.1,20.5,26.8,31.9,20.5,26.9,15.7,51.9,0,0,0,,0,0,22.3,7.4,7.4,5.3,2.3,2.5,1014.5,5.9,16,288.4,25,9,10,2024-07-11T06:01:03,2024-07-11T20:37:49,0.18,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-12,24.4,20.7,22.6,24.4,20.7,22.6,19.2,81.4,3.963,100,50,rain,0,0,16.6,6.4,6.4,4.4,2.3,24,1020.4,79.3,14.7,88.3,7.7,5,10,2024-07-12T06:01:43,2024-07-12T20:37:23,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-13,32.1,21.6,25.9,35.2,21.6,27.1,21.3,77.8,1.223,100,20.83,rain,0,0,13,6.2,6.2,3,0.9,66.7,1020.3,67.4,14.1,225,19.4,9,30,2024-07-13T06:02:24,2024-07-13T20:36:55,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-14,35.6,22.1,28.8,36.2,22.1,29.4,19.6,62.8,0.016,100,4.17,rain,0,0,29.3,8.8,8.8,5.2,2,299.2,1016.7,27.8,15.8,234.7,20.5,9,30,2024-07-14T06:03:06,2024-07-14T20:36:25,0.28,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-15,37.1,24.3,29.7,38.9,24.3,30.5,18.2,51.8,0.345,100,4.17,rain,0,0,33.5,11.9,11.9,7.2,2.9,265.9,1013.1,13.2,16,298.5,25.7,9,30,2024-07-15T06:03:49,2024-07-15T20:35:53,0.31,Rain,Clear conditions throughout the day with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-16,37.1,23.2,29.4,39.8,23.2,30.7,20.3,62.2,1.564,100,16.67,rain,0,0,36.9,11.5,11.5,8.3,3,228,1010.7,12.5,16,280,24.3,8,30,2024-07-16T06:04:32,2024-07-16T20:35:20,0.35,Rain,Clear conditions throughout the day with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-17,35.5,22.9,26.8,37.8,22.9,27.4,20.4,71.3,4.25,100,8.33,rain,0,0,36.1,11.9,11.9,6.1,2,249,1011,14.3,15.5,201.2,17.2,9,30,2024-07-17T06:05:17,2024-07-17T20:34:45,0.38,Rain,Clear conditions throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-18,28.2,21.7,24.3,29.6,21.7,24.5,19.8,77.9,1.692,100,12.5,rain,0,0,14.8,6.8,6.8,4.3,1.4,22.6,1013.6,46.3,14.9,136.8,11.9,7,10,2024-07-18T06:06:01,2024-07-18T20:34:08,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-19,29.3,18.4,24.1,30.1,18.4,24.4,17.8,70.3,0,0,0,,0,0,25.9,7.8,7.8,4.6,2.4,76.4,1018.6,45.6,15.3,223.4,19.5,9,10,2024-07-19T06:06:47,2024-07-19T20:33:29,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-20,26.6,20.6,23.4,26.6,20.6,23.4,20.1,82.1,0.614,100,16.67,rain,0,0,13,4,4,2.4,1.1,15.8,1018.6,63.4,15.7,114.6,10,4,10,2024-07-20T06:07:33,2024-07-20T20:32:48,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-21,31.6,19.9,26,32.5,19.9,26.4,19,69,0,0,0,,0,0,11.2,7,7,4,1.7,84.1,1016.7,20,14.1,266.5,23,8,10,2024-07-21T06:08:20,2024-07-21T20:32:06,0.5,Clear,Becoming cloudy in the afternoon.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-22,26.8,20.7,24,28.6,20.7,24.3,21.1,84.4,16.611,100,33.33,rain,0,0,18.4,6.9,6.9,3.6,0.9,209.5,1015.9,67.8,14.2,136,11.7,5,30,2024-07-22T06:09:07,2024-07-22T20:31:23,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-23,31.6,21.2,25.1,32.9,21.2,25.4,20.2,77.4,22.714,100,16.67,rain,0,0,16.6,10.1,10.1,4.1,1.1,341.6,1017.3,34.1,15.2,213.8,18.4,8,30,2024-07-23T06:09:55,2024-07-23T20:30:37,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-24,29.3,22.2,24.8,31.5,22.2,25.5,21.7,84.2,0.006,100,8.33,rain,0,0,16.6,7.8,7.8,4.1,0.9,227.4,1019.1,69.5,13.6,145.7,12.6,6,30,2024-07-24T06:10:43,2024-07-24T20:29:50,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-25,28.8,21.1,24.1,30.9,21.1,24.5,21.6,86.9,1.959,100,37.5,rain,0,0,25.9,7.5,7.5,4.6,0.3,209.1,1019.1,45.5,15.3,145.3,12.6,6,30,2024-07-25T06:11:32,2024-07-25T20:29:01,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-26,27.1,18.9,22.6,27.5,18.9,22.7,17.1,73.9,0,0,0,,0,0,29.5,8.6,8.6,5.6,2,47.6,1019.6,49.9,11.8,218,18.7,8,10,2024-07-26T06:12:21,2024-07-26T20:28:11,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-27,29.2,17.2,23.4,28.8,17.2,23.3,15.5,64.3,0,0,0,,0,0,13,5.7,5.7,3.9,1.1,40.5,1020.1,35.5,16,250.8,21.6,9,10,2024-07-27T06:13:10,2024-07-27T20:27:19,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-28,31.6,16.1,24.1,31.8,16.1,24.3,17.1,68.4,0,0,0,,0,0,14.8,6.5,6.5,3.9,1.1,162.9,1019.3,12.2,16,267.6,23,9,10,2024-07-28T06:14:00,2024-07-28T20:26:26,0.76,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-29,32,19.3,25.4,33.8,19.3,26.2,19.8,72.6,1.026,100,8.33,rain,0,0,35.3,14.4,14.4,7.8,4.4,202.7,1015,24.7,16,189.8,16.4,8,30,2024-07-29T06:14:50,2024-07-29T20:25:31,0.79,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-30,30.3,21.2,23.8,33.8,21.2,24.2,21.1,85.8,6.411,100,20.83,rain,0,0,37.1,13.4,13.4,7.1,3.5,198.2,1013,46.2,15.7,151.1,13.1,8,30,2024-07-30T06:15:41,2024-07-30T20:24:35,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-07-31,32.8,21,26.5,36,21,27.7,21.2,75.1,6.836,100,8.33,rain,0,0,42.5,7.9,7.9,5.1,2.3,219.6,1013.3,42,13.7,248.3,21.5,9,30,2024-07-31T06:16:32,2024-07-31T20:23:37,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-01,34.3,20,27.3,36.8,20,28.5,20.3,69.2,0,0,0,,0,0,14.8,7.3,7.3,4,1.4,268.1,1015,9.8,15.6,256.4,22.3,8,30,2024-08-01T06:17:23,2024-08-01T20:22:37,0.9,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-02,35.5,22.2,27.2,38.3,22.2,28.1,21,72.3,0.002,100,4.17,rain,0,0,37.1,15.1,15.1,8.4,3.7,224.1,1011.7,12.8,16,247.9,21.3,8,30,2024-08-02T06:18:14,2024-08-02T20:21:37,0.94,Rain,Clear conditions throughout the day with late afternoon rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-03,32.7,21.7,25,36.4,21.7,25.9,21.2,81,0.924,100,20.83,rain,0,0,41.3,16.3,16.3,7.8,2.7,198.7,1010.8,35.2,15.2,226.7,19.8,8,30,2024-08-03T06:19:05,2024-08-03T20:20:35,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-04,30,20.7,25.2,32.5,20.7,25.8,20.5,77.1,1.489,100,12.5,rain,0,0,14.8,8.1,8.1,4.6,0.7,187.4,1014.1,47.2,16,189.2,16.3,8,30,2024-08-04T06:19:57,2024-08-04T20:19:31,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-05,34,21.1,27.9,34.8,21.1,28.7,20.2,67.3,0,0,0,,0,0,16.6,7.6,7.6,4.1,0.3,207.5,1016.9,20.9,15.7,270,23.4,9,30,2024-08-05T06:20:48,2024-08-05T20:18:26,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-06,32.7,23.3,26.8,36.3,23.3,28,22.2,78.2,0,0,0,,0,0,27.7,9.7,9.7,6.2,2.1,190.6,1013.8,29.3,13.6,226.8,19.6,8,30,2024-08-06T06:21:40,2024-08-06T20:17:20,0.07,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-07,31.6,21.7,25.7,35.1,21.7,26.6,21.8,80.6,0,0,0,,0,0,40.7,8.1,8.1,3.5,0.6,109.2,1011.1,74.8,14.7,178.3,15.4,8,30,2024-08-07T06:22:32,2024-08-07T20:16:13,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-08,24.9,22.7,23.7,24.9,22.7,23.7,22.7,94,27.976,100,83.33,rain,0,0,48.3,17.2,17.2,10.1,7.1,60.9,1010.5,98.8,10.8,23.3,1.9,1,10,2024-08-08T06:23:24,2024-08-08T20:15:04,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-09,31.9,22.8,26.1,36,22.8,27.3,22.6,82.8,45.985,100,45.83,rain,0,0,55.6,17,17,10.1,0,180.3,1007.4,92.5,11.5,183.5,15.7,10,60,2024-08-09T06:24:16,2024-08-09T20:13:55,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-10,31.5,21.6,26.2,32.7,21.6,26.8,20.1,71.8,0,0,0,,0,0,16.6,11.7,11.7,3.4,0,257.7,1014.4,28.2,15.6,251.3,21.7,9,30,2024-08-10T06:25:08,2024-08-10T20:12:44,0.2,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-11,27.8,18.7,23.1,28.2,18.7,23.1,16.5,68.4,0,0,0,,0,0,14.8,6.6,6.6,3.6,2,347.3,1016.8,12.8,16,237.5,20.3,8,10,2024-08-11T06:26:01,2024-08-11T20:11:32,0.24,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-12,28.4,17.1,22.7,28,17.1,22.7,14.7,64,0,0,0,,0,0,13,6.1,6.1,3.5,1.2,346.6,1017.1,18.6,16,236.3,20.3,7,10,2024-08-12T06:26:53,2024-08-12T20:10:18,0.25,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-13,27.1,17.2,22,27.3,17.2,22.1,15.7,69.4,0,0,0,,0,0,13,6.1,6.1,3.3,1.1,323.1,1018,38.9,16,197.2,16.8,9,10,2024-08-13T06:27:45,2024-08-13T20:09:04,0.3,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-14,28.7,15.6,22.4,28.3,15.6,22.4,15.4,67.8,0,0,0,,0,0,14.8,5.8,5.8,3.6,1.4,19.5,1018.8,9.4,16,195,17,8,10,2024-08-14T06:28:37,2024-08-14T20:07:48,0.33,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-15,29.9,15,22.7,29.1,15,22.5,15,66.6,0,0,0,,0,0,14.8,4.7,4.7,3,1.4,21.7,1018.9,0.2,15.9,263.2,22.8,8,10,2024-08-15T06:29:30,2024-08-15T20:06:32,0.37,Clear,Clear conditions throughout the day.,clear-day
charlottesville,charlottesville,"Charlottesville, VA, United States",38.032,-78.478,2024-08-16,28.8,17.1,23.4,30.8,17.1,23.9,18.3,74.5,0,0,0,,0,0,32.6,8.7,8.7,5.2,2.9,212.3,1016.8,40.6,15.9,182.8,15.7,6,10,2024-08-16T06:30:22,2024-08-16T20:05:15,0.4,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
